,year,selling_price,km_driven,fuel,seller_type,transmission,owner
2827,2011,80000,62000,1,0,0,1
2828,2011,199000,120000,0,0,0,1
2829,2016,440000,33000,1,0,0,1
2830,2013,250000,80000,0,0,0,3
2831,2017,700000,35000,0,0,0,0
2832,2015,450000,50000,0,0,0,0
2833,2019,240000,5000,1,0,0,0
2834,2016,350000,12000,1,0,0,0
2835,2016,650000,81595,0,1,0,0
2836,2005,71000,22000,1,0,0,0
2837,2015,400000,40000,1,0,0,0
2838,2008,130000,40000,1,0,0,1
2839,2013,300000,70000,0,0,0,1
2840,2019,1100000,4000,0,0,0,0
2841,2015,2200000,24000,0,0,1,0
2842,2018,800000,13500,1,1,0,0
2843,2013,490000,40000,0,0,0,0
2844,2018,836000,9700,1,1,0,0
2845,2012,375000,62000,1,0,0,1
2846,2016,1249000,24000,0,1,0,0
2847,2019,1240000,13000,0,1,0,0
2848,2009,35000,50000,1,0,0,2
2849,2017,1068000,36000,1,1,0,0
2850,2017,1189000,40000,0,1,0,0
2851,2018,700000,27000,1,0,0,0
2852,2016,350000,40000,1,0,0,0
2853,2009,254999,80000,1,0,0,1
2854,2005,229999,221000,0,0,0,2
2855,2016,750000,80000,0,0,0,0
2856,2012,325000,119000,0,0,0,1
2857,2009,760000,190000,0,0,0,1
2858,2017,509999,25000,1,0,1,0
2859,2013,363000,28740,1,0,0,0
2860,2010,229999,48500,1,0,0,0
2861,2012,290000,110000,1,0,0,1
2862,2018,550000,30000,1,0,0,0
2863,2011,125000,120000,0,0,0,1
2864,2014,2000000,130000,0,0,1,0
2865,2008,350000,140000,0,0,0,1
2866,2011,390000,90000,0,0,0,0
2867,2010,260000,50000,1,0,0,0
2868,2008,150000,50000,1,0,0,1
2869,2006,85000,60000,1,0,0,1
2870,2015,280000,15000,1,0,0,1
2871,2015,220000,45000,1,0,0,0
2872,2005,140000,80000,1,0,0,2
2873,2018,370000,15000,1,0,1,0
2874,2019,650000,20000,0,0,0,0
2875,2017,280000,37000,1,0,0,0
2876,2016,540000,80000,0,0,0,0
2877,2002,50000,120000,0,0,0,3
2878,2018,800000,20000,1,0,0,0
2879,2016,515000,25000,0,0,0,0
2880,2010,220000,96000,1,0,0,2
2881,2014,525000,54000,1,1,0,1
2882,2013,165000,53000,1,1,0,0
2883,2010,221000,65000,0,1,0,0
2884,2015,245000,43000,1,1,0,0
2885,2012,260000,42000,1,1,0,0
2886,2011,550000,73000,0,1,1,0
2887,2015,434999,29000,1,1,0,0
2888,2013,450000,95000,0,1,0,0
2889,2014,290000,25000,1,0,0,0
2890,2011,305000,53000,1,1,0,1
2891,2011,265000,20000,1,1,0,0
2892,2014,325000,57000,1,1,0,0
2893,2014,550000,52000,0,1,0,0
2894,2008,105000,40000,1,0,0,0
2895,2012,275000,47000,1,1,0,0
2896,2012,434999,47000,1,1,0,1
2897,2016,690000,73000,0,1,0,0
2898,2012,249000,42000,1,1,0,1
2899,2012,204999,60000,1,1,0,2
2900,2012,200000,50000,0,0,0,0
2901,2015,190000,120000,1,0,0,0
2902,2012,150000,50000,1,0,0,0
2903,1999,70000,70000,1,0,0,3
2904,2018,900000,25000,0,0,0,0
2905,2019,950000,11000,1,0,1,0
2906,2013,475000,80000,1,0,0,0
2907,1998,55000,80000,1,0,0,3
2908,2013,450000,75000,0,0,0,1
2909,2009,1200000,45000,0,0,1,2
2910,2007,300000,100000,0,0,0,1
2911,2014,350000,60000,0,0,0,1
2912,2011,229999,160000,0,0,0,1
2913,2015,821000,50000,1,0,0,0
2914,2014,200000,80000,1,0,0,1
2915,2017,1000000,60000,0,0,0,1
2916,2016,220000,60000,1,0,0,1
2917,2015,459999,148620,0,1,0,0
2918,2012,310000,70000,0,0,0,1
2919,2018,815000,42000,0,0,0,0
2920,2017,1200000,40000,0,0,0,0
2921,2011,170000,150000,0,0,0,1
2922,2017,1000000,30000,0,0,0,0
2923,2010,155000,90000,1,0,0,3
2924,2017,400000,120000,0,0,0,0
2925,2016,400000,80000,0,0,0,1
2926,2010,250000,80000,0,0,0,1
2927,2008,150000,50000,1,0,0,2
2928,2002,80000,70000,1,0,0,1
2929,2009,130000,120000,1,0,1,1
2930,2014,325000,70000,0,0,1,0
2931,2012,735000,55300,0,1,1,0
2932,2012,285000,74300,0,1,0,0
2933,2010,350000,48781,1,1,0,0
2934,2010,290000,87620,0,1,1,0
2935,2017,890000,40219,0,1,1,0
2936,2011,385000,11473,1,1,0,0
2937,2017,425000,8352,1,1,0,0
2938,2017,525000,9745,1,1,1,0
2939,2017,550000,9748,1,1,0,0
2940,2012,271000,49000,1,1,0,0
2941,2018,1490000,20694,0,1,0,0
2942,2015,490000,31080,1,1,0,0
2943,2014,260000,37605,1,1,0,0
2944,2014,455000,55850,0,1,0,0
2945,2010,75000,58850,1,1,0,0
2946,2015,421000,23839,1,1,0,0
2947,2016,550000,54000,0,1,0,0
2948,2013,330000,38000,1,1,1,0
2949,2012,390000,45454,0,1,0,0
2950,2015,599000,46957,0,1,1,0
2951,2019,738000,8000,1,0,1,0
2952,2016,300000,30000,1,0,0,0
2953,2012,150000,110000,0,0,0,0
2954,2007,440000,223000,0,0,0,3
2955,2011,280000,110000,0,0,0,0
2956,2006,100000,120000,1,0,0,1
2957,2008,150000,100000,1,0,0,1
2958,2014,380000,100000,0,0,0,1
2959,2006,90000,60000,1,0,0,1
2960,2008,300000,270000,0,0,0,2
2961,2011,275000,60000,0,0,0,1
2962,2009,180000,41090,1,0,0,0
2963,2012,225000,296823,0,0,0,0
2964,2014,200000,40000,1,0,0,0
2965,2011,500000,40000,1,0,0,1
2966,2010,300000,70000,1,0,0,1
2967,2015,765000,80000,0,0,0,1
2968,2017,650000,90000,0,0,0,0
2969,2017,380000,19000,1,0,0,0
2970,2014,480000,110000,0,0,0,1
2971,1996,200000,60000,0,0,0,0
2972,2017,380000,19000,1,0,0,0
2973,2010,145000,68000,2,0,0,1
2974,2011,280000,120000,0,0,0,1
2975,2014,254999,30000,0,0,0,0
2976,2016,300000,90000,1,0,0,1
2977,2015,480000,140000,0,0,0,2
2978,2017,850000,44500,1,0,1,0
2979,2014,350000,52000,0,0,0,1
2980,2016,650000,26000,1,0,0,0
2981,2016,650000,26000,1,0,0,0
2982,2007,550000,80000,1,0,0,1
2983,2015,300000,35000,1,0,0,0
2984,2008,150000,60000,1,0,0,1
2985,2014,300000,120000,1,0,0,0
2986,2004,80000,58000,1,0,0,0
2987,2014,200000,100000,0,0,0,0
2988,2016,220000,43700,1,0,0,0
2989,2009,68000,120000,1,0,0,1
2990,2011,180000,80000,0,0,0,2
2991,2017,290000,20000,1,0,0,0
2992,2018,300000,25000,1,0,0,0
2993,2014,600000,27483,0,1,0,0
2994,2019,470000,8000,1,0,0,0
2995,2008,150000,30000,1,0,0,0
2996,2017,400000,30000,1,0,0,0
2997,2009,110000,100000,0,0,0,3
2998,2014,180000,56207,1,1,0,1
2999,2010,250000,40000,1,0,0,0
3000,2006,80000,70000,1,0,0,0
3001,2018,875000,1440,1,0,0,0
3002,2015,425000,12000,1,0,0,0
3003,2019,300000,50000,1,0,0,0
3004,2016,700000,35000,0,0,0,0
3005,2010,130000,50000,1,0,0,1
3006,2017,1000000,60000,0,0,0,1
3007,2017,650000,67000,0,0,0,0
3008,2013,400000,100000,1,0,0,1
3009,2017,800000,60000,0,0,0,0
3010,2017,675000,70000,0,0,0,0
3011,2017,210000,50000,1,0,0,3
3012,2009,150000,120000,0,0,0,2
3013,2007,45000,100000,2,0,0,3
3014,2015,516000,90000,1,0,0,0
3015,2014,450000,80000,1,0,0,0
3016,2012,134000,90000,1,0,0,1
3017,2014,509999,157000,0,0,0,1
3018,2016,500000,20000,1,0,0,0
3019,2008,130000,80000,1,0,0,3
3020,2015,575000,60000,0,0,0,0
3021,2015,550000,49000,1,0,0,0
3022,2009,145000,89255,0,0,0,0
3023,2020,347000,5000,1,0,0,0
3024,2013,275000,110000,0,0,0,0
3025,2010,630000,200000,0,0,0,2
3026,2012,160000,90000,0,0,0,1
3027,2010,150000,63000,0,0,0,2
3028,2015,550000,23000,1,0,0,0
3029,2013,349000,100000,0,0,0,0
3030,2004,229999,168000,0,0,0,3
3031,2008,110000,90000,0,0,0,2
3032,2008,110000,70000,1,0,0,2
3033,2018,245000,5550,1,0,0,1
3034,2014,180000,100000,1,0,0,1
3035,2014,290000,80000,1,0,0,1
3036,2010,250000,40000,1,0,0,0
3037,2010,150000,100000,0,0,0,0
3038,2004,55000,35000,1,0,0,2
3039,2006,500000,75000,0,0,0,1
3040,2013,290000,150000,0,0,0,3
3041,2019,400000,16000,1,0,1,0
3042,2009,72000,70000,1,0,0,0
3043,2014,250000,115000,0,0,0,0
3044,2019,575000,25000,1,0,1,0
3045,2019,1300000,10000,0,0,1,0
3046,2019,425000,15000,1,0,0,0
3047,2019,470000,10000,2,0,0,0
3048,2012,220000,80000,1,0,0,2
3049,2020,310000,1700,1,0,0,0
3050,2016,400000,45217,0,1,0,0
3051,2012,215000,97000,0,0,0,0
3052,2018,310000,20000,1,0,0,0
3053,2017,750000,50000,0,0,0,0
3054,2009,204999,120000,0,0,0,1
3055,2010,260000,50000,1,0,0,0
3056,2012,180000,40000,1,0,0,1
3057,2007,125000,110000,0,0,0,1
3058,2014,420000,155000,0,0,0,0
3059,2011,220000,70000,1,0,0,1
3060,2010,200000,70000,1,0,0,2
3061,2009,130000,100000,0,0,0,2
3062,2016,335000,41000,1,1,0,0
3063,2017,2650000,60000,0,1,1,0
3064,2018,2675000,56000,0,1,1,0
3065,2017,2675000,60000,0,1,1,0
3066,2011,434999,97000,1,1,1,1
3067,2014,500000,60000,1,0,0,0
3068,2017,290000,60000,1,0,0,0
3069,2014,475000,48000,1,1,1,1
3070,2009,270000,190000,0,0,0,2
3071,2019,600000,80000,1,0,0,0
3072,2013,300000,70000,0,0,0,1
3073,2012,415000,80000,0,0,0,1
3074,2018,800000,30000,0,0,1,1
3075,2016,420000,44440,1,0,0,1
3076,2018,1250000,30000,0,0,0,0
3077,2011,270000,120000,0,0,0,0
3078,2015,390000,80000,0,0,0,1
3079,2012,400000,110000,0,0,0,0
3080,2007,100000,170000,1,0,0,0
3081,2010,850000,46000,0,0,1,0
3082,2012,359000,120000,0,0,1,2
3083,2015,470000,91365,0,1,0,0
3084,2013,360000,90010,0,1,0,1
3085,2013,250999,80000,0,0,0,0
3086,2012,45000,35000,1,0,0,1
3087,2006,75000,80000,1,0,0,1
3088,2013,495000,31800,0,1,0,0
3089,2013,310000,59100,2,1,0,0
3090,2016,540000,31200,1,1,0,0
3091,2016,665000,51000,0,1,0,0
3092,2013,425000,22700,0,1,0,1
3093,2011,1295000,58000,0,1,1,0
3094,2016,675000,50900,0,1,0,0
3095,2018,980000,10000,0,0,0,0
3096,2014,320000,60000,0,0,0,0
3097,2011,250000,80000,1,0,0,1
3098,2016,600000,72000,0,0,0,0
3099,2016,300000,96000,1,0,0,0
3100,2014,305000,66000,0,0,0,0
3101,2012,270000,80000,0,0,0,1
3102,2012,300000,90000,0,0,0,0
3103,2009,106000,70000,1,0,0,0
3104,2006,90000,75000,1,0,0,2
3105,2019,539000,2417,1,0,0,0
3106,2009,110000,100000,0,0,0,3
3107,2016,250000,30000,1,0,0,1
3108,2009,300000,50000,1,0,0,0
3109,2018,707000,60000,0,0,0,0
3110,2007,95000,120000,1,0,0,3
3111,2020,495000,7000,2,0,0,0
3112,2012,200000,35000,0,0,0,0
3113,2009,110000,110000,1,0,0,3
3114,2008,100000,130000,1,0,0,3
3115,2016,150000,25000,1,0,0,1
3116,2016,509999,35000,1,0,0,0
3117,2005,50000,80000,1,0,0,2
3118,2007,85000,70000,1,0,0,1
3119,2018,475000,23000,1,0,0,0
3120,2014,425000,40000,1,0,0,0
3121,2006,480000,110000,1,0,1,1
3122,2019,950000,10000,0,0,0,0
3123,2015,535000,80000,0,0,0,0
3124,2009,325000,25000,0,0,0,2
3125,2013,270000,74000,1,0,0,2
3126,2015,300000,60000,1,0,0,2
3127,2011,325000,70000,0,0,0,0
3128,2010,350000,100000,0,0,0,0
3129,2008,229999,146000,0,0,0,2
3130,2012,325000,120000,0,0,0,1
3131,2005,70000,70000,1,0,0,1
3132,2008,190000,120000,0,0,0,2
3133,2011,345000,65500,0,0,0,0
3134,2016,1025000,70000,0,0,0,0
3135,2012,120000,50000,1,0,0,0
3136,2009,114999,90000,1,0,0,1
3137,2009,300000,120000,1,0,0,1
3138,2016,340000,56000,1,1,0,0
3139,2005,90000,70000,1,0,0,1
3140,2006,150000,140300,1,0,0,0
3141,2010,115999,70000,1,0,0,0
3142,2017,425000,36000,0,1,0,0
3143,2017,550000,12997,0,1,0,0
3144,2017,500000,40000,1,0,1,0
3145,2013,300000,25000,0,0,0,1
3146,2018,1150000,26430,0,1,0,0
3147,2015,475000,24600,1,1,0,0
3148,2011,260000,28481,1,1,0,0
3149,2013,350000,100000,1,0,0,0
3150,2013,750000,41988,0,1,0,0
3151,2017,350000,7658,1,1,1,0
3152,2009,180000,30375,1,1,0,0
3153,2017,611000,34400,0,1,0,0
3154,2017,325000,18500,1,1,0,0
3155,2012,225000,48000,1,1,0,0
3156,2014,300000,28942,1,1,1,0
3157,2017,400000,50000,0,0,0,1
3158,2012,711000,53600,0,1,0,0
3159,2015,851000,53652,0,1,0,0
3160,2016,375000,23000,1,1,0,1
3161,2007,275000,10211,1,0,0,0
3162,2005,120000,120000,0,0,0,2
3163,2015,350000,120000,0,0,0,0
3164,2017,409999,35000,1,0,0,0
3165,2012,500000,130000,0,0,0,0
3166,2013,220000,90000,0,0,0,1
3167,2008,120000,80000,1,0,0,1
3168,2007,70000,55000,1,0,0,1
3169,2017,800000,15000,1,0,0,0
3170,2014,450000,260000,0,0,0,1
3171,2012,525000,145000,0,0,0,0
3172,2016,300000,35000,1,0,0,0
3173,2008,195000,56000,1,0,0,1
3174,2007,130000,98000,0,0,0,1
3175,2011,300000,135000,0,0,0,1
3176,2002,120000,60000,1,0,0,2
3177,2010,450000,120000,0,0,0,2
3178,2010,160000,102000,0,0,0,1
3179,2018,800000,35000,0,0,0,0
3180,2013,100000,80000,1,0,0,0
3181,2017,825000,13599,1,1,1,0
3182,2015,265000,32933,1,1,0,0
3183,2008,175000,54551,1,1,0,0
3184,2014,250999,57112,1,1,0,0
3185,2015,471000,41025,1,1,1,0
3186,2019,650000,5000,0,0,0,0
3187,2019,650000,5000,0,0,0,0
3188,2012,225000,53122,1,1,0,1
3189,2013,245000,64111,2,1,0,0
3190,2011,221000,78892,1,1,0,0
3191,2011,271000,74113,1,1,0,0
3192,2012,290000,80000,1,1,0,0
3193,2017,525000,39000,1,1,0,0
3194,2012,377000,84775,1,1,0,0
3195,2012,95000,20778,1,1,0,0
3196,2015,763000,64441,0,1,0,0
3197,2015,450000,43192,1,1,0,0
3198,2014,140000,44416,1,1,0,0
3199,2016,701000,79991,0,1,0,0
3200,2011,277000,62601,0,1,0,1
3201,2018,520000,50000,1,0,1,0
3202,2017,550000,100000,0,0,0,0
3203,2011,260000,97000,0,0,0,2
3204,2015,420000,100000,0,0,0,0
3205,2002,35000,100000,1,0,0,2
3206,2018,1150000,20000,0,0,0,0
3207,2017,680000,46000,1,0,0,0
3208,2012,425000,40000,0,0,0,0
3209,2014,450000,70000,0,0,0,1
3210,2008,590000,89600,0,0,0,2
3211,2017,936999,60800,1,0,0,0
3212,2015,420000,104000,0,0,0,1
3213,2014,450000,80000,0,0,0,1
3214,2004,40000,69111,1,0,0,2
3215,2014,520000,70000,0,0,0,1
3216,2007,80000,120000,1,0,0,0
3217,2014,55000,40000,1,0,0,0
3218,2001,80000,100000,0,0,0,2
3219,2019,210000,20000,1,0,0,0
3220,2015,300000,50000,1,0,0,1
3221,2017,260000,50000,0,0,0,0
3222,2016,250000,70000,0,0,0,0
3223,2008,80000,90000,0,0,0,0
3224,2010,450000,150000,0,0,0,1
3225,2005,310000,120000,0,0,0,1
3226,2012,500000,100000,0,0,0,0
3227,2016,800000,70000,0,0,0,1
3228,2016,840000,70000,0,0,0,1
3229,2016,490000,50000,1,0,0,0
3230,2010,125000,81000,0,0,0,1
3231,2012,400000,120000,0,0,0,2
3232,2015,1000000,3600,0,1,0,0
3233,2015,530000,14272,1,1,0,0
3234,2017,840000,49213,0,1,0,0
3235,2015,229999,40000,1,0,0,0
3236,1998,40000,40000,1,0,0,3
3237,2012,130000,80000,1,0,0,0
3238,2015,200000,70000,1,0,0,0
3239,2011,120000,70000,0,0,0,0
3240,2003,75000,57000,1,0,0,0
3241,2016,250000,120000,0,0,0,0
3242,2005,100000,30000,1,0,0,0
3243,2013,280000,3240,1,0,0,1
3244,2015,540000,5000,1,0,0,0
3245,2018,700000,10000,1,0,0,0
3246,2014,350000,90000,1,0,0,1
3247,2011,320000,100000,0,0,0,0
3248,2016,475000,90000,0,0,0,0
3249,2011,220000,140000,0,0,0,1
3250,2013,210000,13770,0,0,0,0
3251,2005,61000,4637,1,0,0,1
3252,2009,355000,100000,0,0,1,1
3253,2012,150000,60000,0,0,0,0
3254,2011,133000,80000,0,0,0,0
3255,2015,650000,50000,0,0,1,0
3256,2014,210000,40000,1,0,0,1
3257,2013,130000,93900,0,0,0,1
3258,2007,60000,70000,1,0,0,0
3259,2005,120000,120000,0,0,0,2
3260,2017,2900000,40000,0,0,1,0
3261,2005,100000,120000,0,0,0,1
3262,2004,79000,80000,1,0,0,0
3263,2012,120000,110000,0,0,0,0
3264,2005,125000,34000,1,1,0,0
3265,2013,425000,20000,0,1,0,0
3266,2001,70000,117000,1,0,0,1
3267,2020,619000,1500,1,0,0,0
3268,2017,415000,48965,1,1,0,0
3269,2014,265000,55000,1,1,0,0
3270,2008,70000,60000,1,0,0,0
3271,2015,281000,40000,0,0,0,0
3272,2013,211000,80000,0,0,0,0
3273,2018,550000,11000,1,0,0,0
3274,2014,350000,110000,0,0,0,0
3275,2017,420000,19890,1,1,1,0
3276,2015,270000,20969,1,1,0,0
3277,2016,399000,20194,1,1,0,0
3278,2016,440000,34982,1,1,0,0
3279,2012,250000,44588,1,1,0,0
3280,2016,650000,57904,0,1,0,0
3281,2015,270000,59258,1,1,0,0
3282,2016,390000,60826,1,1,0,0
3283,2018,1500000,50000,0,0,0,0
3284,2014,225000,35000,1,0,0,0
3285,2015,900000,110000,0,0,0,1
3286,2018,1600000,40000,0,0,1,0
3287,2019,800000,10000,1,0,0,0
3288,2013,320000,50000,0,0,0,0
3289,2016,300000,25000,1,0,0,0
3290,2018,740000,25000,1,0,0,0
3291,2019,350000,1300,1,0,0,0
3292,2014,280000,40000,1,0,0,0
3293,2018,675000,50000,0,0,1,0
3294,2011,300000,20000,1,0,0,0
3295,2011,400000,76000,0,0,0,2
3296,2010,420000,100000,0,0,0,2
3297,2008,300000,120000,0,0,0,0
3298,2010,170000,70000,1,0,0,0
3299,2014,210000,70000,1,0,0,2
3300,2015,600000,60000,0,0,0,1
3301,2014,260000,38000,1,0,0,1
3302,2015,82000,19000,1,0,0,0
3303,2016,690000,75000,0,0,0,0
3304,2015,300000,70000,0,0,0,0
3305,2017,1250000,30000,0,0,0,0
3306,2017,799000,31707,0,0,0,0
3307,2010,1000000,180000,0,0,0,0
3308,2014,190000,90000,1,0,0,1
3309,2014,250000,30000,0,0,0,0
3310,2009,200000,60000,1,0,0,0
3311,2005,300000,90000,0,0,0,1
3312,2015,250000,120000,1,0,0,1
3313,2008,90000,70000,1,0,0,2
3314,2001,68000,70000,1,0,0,0
3315,2017,500000,26500,1,0,0,0
3316,2017,900000,50000,0,0,0,0
3317,2007,100000,52000,1,0,0,1
3318,2016,700000,160000,0,0,0,0
3319,2012,1750000,115992,0,1,1,2
3320,2017,290000,110000,1,0,0,1
3321,2014,1050000,97000,0,0,0,1
3322,2008,70000,100000,0,0,0,2
3323,2016,520000,41000,0,0,0,0
3324,2012,150000,90000,0,0,0,0
3325,2008,120000,90000,1,0,0,0
3326,2016,600000,25000,1,0,0,0
3327,2010,150000,70000,0,0,0,1
3328,2011,400000,60000,1,0,0,0
3329,2015,310000,30000,1,0,0,1
3330,2015,550000,30000,1,0,0,0
3331,2016,550000,60000,0,0,0,0
3332,2013,320000,73000,0,0,0,0
3333,1992,50000,100000,1,0,0,3
3334,2018,500000,32000,1,0,0,0
3335,2018,360000,26500,1,0,0,0
3336,2017,700000,50000,0,0,0,1
3337,2012,700000,110000,0,0,0,1
3338,2017,655000,84000,0,1,0,0
3339,2017,700000,50000,0,0,0,1
3340,2011,200000,110000,3,0,0,0
3341,2012,375000,150000,0,0,0,0
3342,2012,470000,109052,0,1,0,0
3343,2015,550000,90658,0,1,0,0
3344,2014,500000,110000,0,0,0,1
3345,2015,210000,25000,1,0,0,0
3346,2018,270000,20000,1,0,0,0
3347,2010,300000,80000,1,0,0,0
3348,2007,80000,60000,1,0,0,2
3349,2013,1451000,81000,0,1,1,0
3350,2018,1085000,15000,0,0,0,0
3351,2009,245000,75000,0,1,1,0
3352,2017,700000,25552,1,1,0,1
3353,2018,300000,20000,1,0,0,0
3354,2017,350000,80000,0,0,0,0
3355,2017,635000,25000,1,1,1,0
3356,2012,325000,40700,1,0,0,0
3357,2017,1150000,65500,0,1,1,0
3358,2008,110000,42000,1,1,0,0
3359,2018,890000,8000,1,1,0,0
3360,2007,73000,80000,1,0,0,1
3361,2014,170000,77000,1,0,0,0
3362,2016,750000,6000,1,1,0,0
3363,2017,280000,28838,1,0,0,0
3364,2018,690000,11174,1,1,0,0
3365,2008,130000,120000,1,0,0,0
3366,2007,73000,80000,1,0,0,1
3367,2007,85000,85000,1,0,0,1
3368,2018,1575000,10000,1,0,1,0
3369,2013,325000,105000,0,0,0,0
3370,1998,85000,120000,1,0,0,1
3371,2018,860000,30000,0,1,0,1
3372,2017,690000,41000,0,0,0,0
3373,2013,650000,54000,0,1,0,0
3374,2014,375000,40000,0,0,0,0
3375,2013,525000,71000,0,1,0,0
3376,2016,330000,72500,1,1,0,0
3377,2013,280000,76600,1,1,0,0
3378,2014,470000,40000,1,0,0,0
3379,2011,350000,110000,0,0,0,0
3380,2012,480000,63000,1,1,0,0
3381,2016,620000,60000,0,0,0,0
3382,2014,250000,58000,1,0,0,0
3383,2010,78692,80000,1,0,0,1
3384,2012,350000,80000,0,0,0,0
3385,2013,250000,70000,1,0,0,1
3386,2011,260000,97700,1,0,0,3
3387,2016,640000,36000,0,0,0,1
3388,2008,220000,90000,0,0,0,1
3389,2015,465000,130000,0,0,0,0
3390,2010,229999,120000,0,0,0,1
3391,2018,425000,15000,1,0,0,0
3392,2008,95000,120000,1,0,0,2
3393,2012,170000,170000,3,0,0,2
3394,2016,229999,37500,1,0,0,1
3395,1999,45000,50000,1,0,0,2
3396,2007,479000,145000,1,0,0,2
3397,2016,370000,60000,1,0,0,0
3398,2016,340000,30000,1,0,0,0
3399,2016,620000,35000,1,0,0,0
3400,2012,270000,60000,0,0,0,0
3401,2018,400000,35000,0,0,0,0
3402,2015,260000,40000,1,0,0,0
3403,2003,48000,50000,1,0,0,3
3404,2015,100000,23800,1,0,0,1
3405,2015,490000,70000,0,0,0,0
3406,2010,120000,90000,3,0,0,1
3407,2008,125000,102000,1,0,0,1
3408,2013,160000,80000,1,0,0,0
3409,2019,190000,5000,1,0,0,0
3410,2019,1700000,10000,0,0,0,0
3411,2011,250000,50000,1,0,0,0
3412,2019,500000,15000,1,0,0,0
3413,2008,400000,35000,1,0,0,1
3414,2011,500000,20000,1,0,0,0
3415,2014,1800000,99000,0,0,1,0
3416,2008,320000,90000,1,0,0,0
3417,2007,250000,47000,1,1,1,0
3418,2010,105000,90000,0,0,0,2
3419,2018,550000,20000,1,0,0,0
3420,2019,600000,1100,1,0,1,0
3421,2020,210000,40000,1,0,0,0
3422,2012,210000,15000,1,0,0,0
3423,2009,150000,40000,1,0,0,0
3424,2008,125000,60000,1,0,0,0
3425,2016,380000,20000,1,0,0,0
3426,2019,600000,5000,1,0,0,0
3427,2016,490000,27000,1,0,0,0
3428,2018,545000,38000,0,0,0,1
3429,2015,250000,25000,1,0,0,0
3430,2020,1050000,1100,1,0,0,0
3431,2007,100000,100000,1,0,0,0
3432,2014,250000,100000,0,0,0,1
3433,2007,100000,110000,1,0,0,0
3434,2016,350000,60000,0,0,0,1
3435,2012,370000,70000,0,0,0,1
3436,2004,121000,110000,1,0,0,1
3437,2017,570000,44077,1,1,1,0
3438,2017,785000,24000,0,0,0,0
3439,2018,850000,30000,0,0,0,0
3440,2016,375000,30000,1,0,0,1
3441,2017,619000,40000,1,0,0,0
3442,2011,335000,90000,0,0,0,1
3443,2006,500000,50000,0,0,0,0
3444,2003,60000,100000,1,0,0,1
3445,2010,130000,50000,1,0,0,1
3446,2015,210000,210000,0,0,0,0
3447,2019,1900000,20000,0,0,0,0
3448,2013,270000,70000,0,0,0,1
3449,2010,225000,100000,1,0,0,1
3450,2011,150000,160000,1,0,0,1
3451,2013,173000,70000,0,0,0,0
3452,2018,4800000,9422,0,0,1,0
3453,2017,710000,110000,0,0,1,0
3454,2019,1500000,20000,1,0,0,0
3455,2017,550000,20000,1,0,0,0
3456,2008,58000,70000,1,0,0,1
3457,2012,1200000,60000,1,0,1,2
3458,2013,500000,150000,0,0,0,0
3459,2009,120000,83000,1,0,0,1
3460,2012,300000,250000,0,0,0,0
3461,2018,300000,30000,1,0,0,0
3462,2015,295000,21000,1,0,0,0
3463,2018,587000,80000,2,0,0,0
3464,2012,430000,50000,1,0,0,1
3465,2007,123000,50000,1,0,0,1
3466,2012,450000,48500,0,0,1,1
3467,2007,130000,60000,1,0,0,2
3468,2010,110000,90000,0,0,0,1
3469,2010,200000,240000,0,0,0,2
3470,2015,320000,70000,1,0,0,1
3471,2014,300000,50000,1,0,0,0
3472,2016,350000,110000,1,0,0,0
3473,2018,800000,50000,1,0,0,0
3474,2016,270000,175000,0,0,0,0
3475,2017,540000,60000,1,0,0,0
3476,2011,160000,60000,2,0,0,1
3477,2013,340000,100000,0,0,0,1
3478,2017,350000,40000,1,0,0,1
3479,2011,300000,100000,0,0,0,0
3480,2013,330000,63000,0,0,0,0
3481,2016,325000,80000,2,0,0,1
3482,2013,250000,55000,0,0,0,0
3483,2013,250000,55000,0,0,0,0
3484,2015,240000,60000,1,0,0,0
3485,2020,545000,5000,1,0,0,0
3486,2015,300000,48000,1,1,0,0
3487,2010,130000,80000,1,0,0,1
3488,2017,240000,50000,1,0,0,0
3489,2018,360000,15000,1,0,0,0
3490,2012,250000,70000,0,0,0,0
3491,2019,475000,105000,0,1,1,0
3492,2016,600000,50000,0,0,0,1
3493,2010,150000,80000,0,0,0,1
3494,2017,700000,50000,0,0,0,0
3495,2016,1290000,5000,0,0,0,0
3496,2004,80000,58000,1,0,0,0
3497,2015,425000,12000,1,0,0,0
3498,2018,500000,10000,1,0,1,0
3499,2012,193000,45000,1,0,0,1
3500,2015,800000,10000,1,0,0,0
3501,2008,150000,50000,1,0,0,0
3502,2002,80000,40000,1,0,0,3
3503,2010,130000,100000,0,0,0,2
3504,2012,280000,80000,0,0,0,1
3505,2011,229999,110000,0,0,0,1
3506,2008,80000,120000,1,0,0,0
3507,2010,70000,10000,1,0,0,0
3508,2013,240000,60000,0,0,0,1
3509,2010,380000,72000,0,0,0,1
3510,2013,240000,60000,0,0,0,1
3511,2006,80000,110000,1,0,0,0
3512,2013,265000,50000,1,0,0,0
3513,2018,320000,25000,1,0,0,0
3514,2014,500000,120000,0,0,0,2
3515,2016,1300000,55000,0,0,0,0
3516,2018,1500000,35000,0,0,0,0
3517,2016,1800000,110000,0,0,1,0
3518,2014,600000,80000,0,0,0,1
3519,2018,420000,80000,1,0,0,0
3520,2009,140000,120000,1,0,0,0
3521,2010,300000,100000,0,0,0,1
3522,2006,100000,60000,1,1,0,1
